2026-04-14 15:23:46 | START | Vehicle: 21262 | Direction: 811 | Location: {'lat': 48.919067, 'lon': 16.139133}
2026-04-14 15:35:33 | START | Jármű: 21262 | Vonal: 811 | Cél: Znojmo, a.n.
2026-04-14 15:59:41 | END   | Jármű: 21262 | Vonal: 811 | Cél: Znojmo, a.n.
2026-04-14 15:59:41 | START | Jármű: 21262 | Vonal: 811 | Cél: Trstěnice
2026-04-14 16:10:08 | START | Jármű: 21262 | Vonal: 811 | Cél: Trstěnice
2026-04-14 16:22:56 | START | Jármű: 21262 | Vonal: 811 | Cél: Trstěnice
2026-04-14 16:59:06 | END   | Jármű: 21262 | Vonal: 811 | Cél: Trstěnice
2026-04-14 16:59:06 | START | Jármű: 21262 | Vonal: 444 | Cél: Vémyslice, u kostela
2026-04-14 17:11:39 | END   | Jármű: 21262 | Vonal: 444 | Cél: Vémyslice, u kostela
