2026-04-14 15:23:46 | START | Vehicle: 1932 | Direction: 6 | Location: {'lat': 49.169052, 'lon': 16.572746}
2026-04-14 15:35:33 | START | Jármű: 1932 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 15:55:39 | END   | Jármű: 1932 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 15:55:39 | START | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:10:08 | START | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:22:56 | START | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:43:01 | END   | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:43:01 | START | Jármű: 1932 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 17:26:43 | END   | Jármű: 1932 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 17:26:43 | START | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 18:26:27 | END   | Jármű: 1932 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 18:26:27 | START | Jármű: 1932 | Vonal: 6 | Cél: Královo Pole, nádraží
