2026-04-14 15:23:46 | START | Vehicle: 21730 | Direction: 231 | Location: {'lat': 49.353954, 'lon': 16.6462}
2026-04-14 15:34:19 | END   | Vehicle: 21730 | Direction: 231
2026-04-14 15:41:05 | START | Jármű: 21730 | Vonal: 231 | Cél: Lipovec, točna
2026-04-14 16:10:08 | START | Jármű: 21730 | Vonal: 231 | Cél: Lipovec, točna
2026-04-14 16:22:56 | START | Jármű: 21730 | Vonal: 231 | Cél: Lipovec, točna
2026-04-14 16:27:57 | END   | Jármű: 21730 | Vonal: 231 | Cél: Lipovec, točna
2026-04-14 16:27:57 | START | Jármű: 21730 | Vonal: 231 | Cél: Blansko, aut. st.
2026-04-14 16:38:30 | END   | Jármű: 21730 | Vonal: 231 | Cél: Blansko, aut. st.
2026-04-14 17:32:44 | START | Jármű: 21730 | Vonal: 231 | Cél: Blansko, aut. st.
2026-04-14 18:16:54 | END   | Jármű: 21730 | Vonal: 231 | Cél: Blansko, aut. st.
2026-04-14 18:16:54 | START | Jármű: 21730 | Vonal: 231 | Cél: Studnice
