2026-04-14 15:23:46 | START | Vehicle: 1910 | Direction: 9 | Location: {'lat': 49.195816, 'lon': 16.652742}
2026-04-14 15:35:33 | START | Jármű: 1910 | Vonal: 9 | Cél: Čertova rokle
2026-04-14 15:58:40 | END   | Jármű: 1910 | Vonal: 9 | Cél: Čertova rokle
2026-04-14 15:58:40 | START | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 16:10:08 | START | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 16:22:56 | START | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 16:40:31 | END   | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 16:40:31 | START | Jármű: 1910 | Vonal: 9 | Cél: Čertova rokle
2026-04-14 17:18:41 | END   | Jármű: 1910 | Vonal: 9 | Cél: Čertova rokle
2026-04-14 17:18:41 | START | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 18:12:53 | END   | Jármű: 1910 | Vonal: 9 | Cél: Juliánov
2026-04-14 18:12:53 | START | Jármű: 1910 | Vonal: 9 | Cél: Vozovna Medlánky
