2026-04-14 15:23:46 | START | Vehicle: 21578 | Direction: 816 | Location: {'lat': 48.907738, 'lon': 15.866847}
2026-04-14 15:24:17 | END   | Vehicle: 21578 | Direction: 816 | Location: {'lat': 48.907684, 'lon': 15.866629}
2026-04-14 15:24:17 | START | Vehicle: 21578 | Direction: 830 | Location: {'lat': 48.907684, 'lon': 15.866629}
2026-04-14 15:35:33 | START | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
2026-04-14 16:10:08 | START | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
2026-04-14 16:20:41 | END   | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
2026-04-14 17:51:48 | START | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
2026-04-14 17:53:49 | END   | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
2026-04-14 17:53:49 | START | Jármű: 21578 | Vonal: 830 | Cél: Lesná, penzion
2026-04-14 18:25:26 | END   | Jármű: 21578 | Vonal: 830 | Cél: Lesná, penzion
2026-04-14 18:25:26 | START | Jármű: 21578 | Vonal: 830 | Cél: Bítov, náměstí
