2026-04-14 15:23:46 | START | Vehicle: 21183 | Direction: 165 | Location: {'lat': 48.962276, 'lon': 16.573469}
2026-04-14 15:35:33 | START | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 15:46:07 | END   | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 15:55:09 | START | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 16:06:43 | END   | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 16:19:40 | START | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 16:22:56 | START | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 17:14:09 | END   | Jármű: 21183 | Vonal: 165 | Cél: Hustopeče, a.n.
2026-04-14 17:14:09 | START | Jármű: 21183 | Vonal: 165 | Cél: Pohořelice, náměstí
2026-04-14 17:25:42 | END   | Jármű: 21183 | Vonal: 165 | Cél: Pohořelice, náměstí
2026-04-14 17:43:47 | START | Jármű: 21183 | Vonal: 165 | Cél: Pohořelice, náměstí
