2026-04-14 15:23:46 | START | Vehicle: 1603 | Direction: 6 | Location: {'lat': 49.168114, 'lon': 16.562149}
2026-04-14 15:35:33 | START | Jármű: 1603 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 16:08:13 | END   | Jármű: 1603 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 16:08:13 | START | Jármű: 1603 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:10:08 | START | Jármű: 1603 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:22:56 | START | Jármű: 1603 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:54:34 | END   | Jármű: 1603 | Vonal: 6 | Cél: Starý Lískovec
2026-04-14 16:54:34 | START | Jármű: 1603 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 17:40:46 | END   | Jármű: 1603 | Vonal: 6 | Cél: Královo Pole, nádraží
2026-04-14 17:40:46 | START | Jármű: 1603 | Vonal: 6 | Cél: Starý Lískovec
