2026-04-14 15:23:46 | START | Vehicle: 7093 | Direction: 69 | Location: {'lat': 49.171703, 'lon': 16.553532}
2026-04-14 15:35:33 | START | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 15:50:08 | END   | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 15:50:08 | START | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
2026-04-14 16:10:08 | START | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
2026-04-14 16:20:11 | END   | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
2026-04-14 16:20:11 | START | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 16:22:56 | START | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 16:50:03 | END   | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 16:50:03 | START | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
2026-04-14 17:16:40 | END   | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
2026-04-14 17:16:40 | START | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 17:41:16 | END   | Jármű: 7093 | Vonal: 69 | Cél: Ukrajinská
2026-04-14 17:41:16 | START | Jármű: 7093 | Vonal: 69 | Cél: Bosonohy
