2026-03-30 13:15:22 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:20:22 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:25:52 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:31:22 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:36:52 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:41:52 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:46:52 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:52:22 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 13:57:22 - ID 14016 - Vonal S4 - Zastávka, žel.st.
2026-03-30 14:02:52 - ID 14016 - Vonal S4 - Zastávka, žel.st.
