2026-03-30 13:27:52 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:33:22 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:38:23 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:43:23 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:48:23 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:53:53 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 13:59:23 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:04:52 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:09:53 - ID 13007 - Vonal S3 - Židlochovice, žel.st.
