2026-03-30 12:03:23 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 12:08:23 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 12:13:53 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 12:18:53 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:21:52 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:27:22 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:32:22 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:37:22 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:42:52 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
2026-03-30 14:48:23 - ID 13016 - Vonal S3 - Židlochovice, žel.st.
