2026-03-30 11:41:22 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 11:46:22 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 11:51:52 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 11:57:22 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 12:03:52 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 12:08:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:04:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:10:23 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:15:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:20:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:26:22 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:31:22 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:36:52 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:41:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:46:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:52:23 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 13:57:23 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 14:02:53 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-03-30 14:07:53 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:24:23 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:29:53 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:34:53 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:40:23 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:45:23 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-03-30 14:50:53 - ID 16302 - Vonal 163 - Tišnov, žel.st.
2026-04-10 11:54:34 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
2026-04-10 11:59:55 - ID 16302 - Vonal 163 - Velká Bíteš, nám.
